Mother,Father,Food,Sex,Challenge,Vial_num,Vial_num_unique,Indiv_num,Mating_status,Dose,Day_of_injection,Time_of_injection,Day_of_death,Time_of_death,Time_to_death,Censor,Group
S106,TotM,neg_RU,Female,P_rettgeri,4,Vial_36,3,Mated,0.1,20/04/2021,13:15,21/04/2021,09:20,0.836805556,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,4,Vial_36,4,Mated,0.1,20/04/2021,13:15,21/04/2021,09:20,0.836805556,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,4,Vial_36,5,Mated,0.1,20/04/2021,13:15,21/04/2021,12:15,0.958333333,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,4,Vial_36,6,Mated,0.1,20/04/2021,13:15,23/04/2021,17:00,3.15625,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,4,Vial_36,7,Mated,0.1,20/04/2021,13:15,23/04/2021,17:00,3.15625,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,4,Vial_36,8,Mated,0.1,20/04/2021,13:15,23/04/2021,17:00,3.15625,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,4,Vial_36,9,Mated,0.1,20/04/2021,13:15,23/04/2021,17:00,3.15625,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,4,Vial_36,10,Mated,0.1,20/04/2021,13:15,23/04/2021,17:00,3.15625,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,5,Vial_37,1,Mated,0.1,20/04/2021,13:18,21/04/2021,12:15,0.95625,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,5,Vial_37,2,Mated,0.1,20/04/2021,13:18,21/04/2021,14:45,1.060416667,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,5,Vial_37,3,Mated,0.1,20/04/2021,13:18,23/04/2021,17:00,3.154166667,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,5,Vial_37,4,Mated,0.1,20/04/2021,13:18,23/04/2021,17:00,3.154166667,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,5,Vial_37,5,Mated,0.1,20/04/2021,13:18,23/04/2021,17:00,3.154166667,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,5,Vial_37,6,Mated,0.1,20/04/2021,13:18,23/04/2021,17:00,3.154166667,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,5,Vial_37,7,Mated,0.1,20/04/2021,13:18,23/04/2021,17:00,3.154166667,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,5,Vial_37,8,Mated,0.1,20/04/2021,13:18,23/04/2021,17:00,3.154166667,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,5,Vial_37,9,Mated,0.1,20/04/2021,13:18,23/04/2021,17:00,3.154166667,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,5,Vial_37,10,Mated,0.1,20/04/2021,13:18,23/04/2021,17:00,3.154166667,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,6,Vial_38,1,Mated,0.1,20/04/2021,13:21,21/04/2021,09:20,0.832638889,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,6,Vial_38,2,Mated,0.1,20/04/2021,13:21,23/04/2021,17:00,3.152083333,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,6,Vial_38,3,Mated,0.1,20/04/2021,13:21,23/04/2021,17:00,3.152083333,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,6,Vial_38,4,Mated,0.1,20/04/2021,13:21,23/04/2021,17:00,3.152083333,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,6,Vial_38,5,Mated,0.1,20/04/2021,13:21,23/04/2021,17:00,3.152083333,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,6,Vial_38,6,Mated,0.1,20/04/2021,13:21,23/04/2021,17:00,3.152083333,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,6,Vial_38,7,Mated,0.1,20/04/2021,13:21,23/04/2021,17:00,3.152083333,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,6,Vial_38,8,Mated,0.1,20/04/2021,13:21,23/04/2021,17:00,3.152083333,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,6,Vial_38,9,Mated,0.1,20/04/2021,13:21,23/04/2021,17:00,3.152083333,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,6,Vial_38,10,Mated,0.1,20/04/2021,13:21,23/04/2021,17:00,3.152083333,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,7,Vial_39,1,Mated,0.1,20/04/2021,13:25,21/04/2021,09:20,0.829861111,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,7,Vial_39,2,Mated,0.1,20/04/2021,13:25,21/04/2021,09:20,0.829861111,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,7,Vial_39,3,Mated,0.1,20/04/2021,13:25,21/04/2021,09:20,0.829861111,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,7,Vial_39,4,Mated,0.1,20/04/2021,13:25,22/04/2021,12:00,1.940972222,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,7,Vial_39,5,Mated,0.1,20/04/2021,13:25,23/04/2021,17:00,3.149305556,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,7,Vial_39,6,Mated,0.1,20/04/2021,13:25,23/04/2021,17:00,3.149305556,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,7,Vial_39,7,Mated,0.1,20/04/2021,13:25,23/04/2021,17:00,3.149305556,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,7,Vial_39,8,Mated,0.1,20/04/2021,13:25,23/04/2021,17:00,3.149305556,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,7,Vial_39,9,Mated,0.1,20/04/2021,13:25,23/04/2021,17:00,3.149305556,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,7,Vial_39,10,Mated,0.1,20/04/2021,13:25,23/04/2021,17:00,3.149305556,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,8,Vial_40,1,Mated,0.1,20/04/2021,13:28,21/04/2021,09:20,0.827777778,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,8,Vial_40,2,Mated,0.1,20/04/2021,13:28,21/04/2021,09:20,0.827777778,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,8,Vial_40,3,Mated,0.1,20/04/2021,13:28,21/04/2021,14:45,1.053472222,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,8,Vial_40,4,Mated,0.1,20/04/2021,13:28,21/04/2021,14:45,1.053472222,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,8,Vial_40,5,Mated,0.1,20/04/2021,13:28,23/04/2021,17:00,3.147222222,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,8,Vial_40,6,Mated,0.1,20/04/2021,13:28,23/04/2021,17:00,3.147222222,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,8,Vial_40,7,Mated,0.1,20/04/2021,13:28,23/04/2021,17:00,3.147222222,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,8,Vial_40,8,Mated,0.1,20/04/2021,13:28,23/04/2021,17:00,3.147222222,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,8,Vial_40,9,Mated,0.1,20/04/2021,13:28,23/04/2021,17:00,3.147222222,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,8,Vial_40,10,Mated,0.1,20/04/2021,13:28,23/04/2021,17:00,3.147222222,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,9,Vial_41,1,Mated,0.1,20/04/2021,13:31,21/04/2021,09:20,0.825694444,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,9,Vial_41,2,Mated,0.1,20/04/2021,13:31,21/04/2021,09:20,0.825694444,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,9,Vial_41,3,Mated,0.1,20/04/2021,13:31,21/04/2021,09:20,0.825694444,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,9,Vial_41,4,Mated,0.1,20/04/2021,13:31,21/04/2021,12:15,0.947222222,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,9,Vial_41,5,Mated,0.1,20/04/2021,13:31,23/04/2021,17:00,3.145138889,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,9,Vial_41,6,Mated,0.1,20/04/2021,13:31,23/04/2021,17:00,3.145138889,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,9,Vial_41,7,Mated,0.1,20/04/2021,13:31,23/04/2021,17:00,3.145138889,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,9,Vial_41,8,Mated,0.1,20/04/2021,13:31,23/04/2021,17:00,3.145138889,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,9,Vial_41,9,Mated,0.1,20/04/2021,13:31,23/04/2021,17:00,3.145138889,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,9,Vial_41,10,Mated,0.1,20/04/2021,13:31,23/04/2021,17:00,3.145138889,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,10,Vial_42,1,Mated,0.1,20/04/2021,13:34,21/04/2021,09:20,0.823611111,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,10,Vial_42,2,Mated,0.1,20/04/2021,13:34,21/04/2021,09:20,0.823611111,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,10,Vial_42,3,Mated,0.1,20/04/2021,13:34,21/04/2021,09:20,0.823611111,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,10,Vial_42,4,Mated,0.1,20/04/2021,13:34,21/04/2021,09:20,0.823611111,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,10,Vial_42,5,Mated,0.1,20/04/2021,13:34,22/04/2021,09:30,1.830555556,1,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,10,Vial_42,6,Mated,0.1,20/04/2021,13:34,23/04/2021,17:00,3.143055556,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,10,Vial_42,7,Mated,0.1,20/04/2021,13:34,23/04/2021,17:00,3.143055556,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,10,Vial_42,8,Mated,0.1,20/04/2021,13:34,23/04/2021,17:00,3.143055556,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Female,P_rettgeri,10,Vial_42,9,Mated,0.1,20/04/2021,13:34,23/04/2021,17:00,3.143055556,0,Female_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,1,Vial_43,1,Mated,0.1,20/04/2021,13:43,21/04/2021,09:20,0.817361111,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,1,Vial_43,2,Mated,0.1,20/04/2021,13:43,21/04/2021,09:20,0.817361111,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,1,Vial_43,3,Mated,0.1,20/04/2021,13:43,23/04/2021,17:00,3.136805556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,1,Vial_43,4,Mated,0.1,20/04/2021,13:43,23/04/2021,17:00,3.136805556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,1,Vial_43,5,Mated,0.1,20/04/2021,13:43,23/04/2021,17:00,3.136805556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,1,Vial_43,6,Mated,0.1,20/04/2021,13:43,23/04/2021,17:00,3.136805556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,1,Vial_43,7,Mated,0.1,20/04/2021,13:43,23/04/2021,17:00,3.136805556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,1,Vial_43,8,Mated,0.1,20/04/2021,13:43,23/04/2021,17:00,3.136805556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,1,Vial_43,9,Mated,0.1,20/04/2021,13:43,23/04/2021,17:00,3.136805556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,1,Vial_43,10,Mated,0.1,20/04/2021,13:43,23/04/2021,17:00,3.136805556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,2,Vial_44,1,Mated,0.1,20/04/2021,13:47,21/04/2021,09:20,0.814583333,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,2,Vial_44,2,Mated,0.1,20/04/2021,13:47,21/04/2021,09:20,0.814583333,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,2,Vial_44,3,Mated,0.1,20/04/2021,13:47,21/04/2021,09:20,0.814583333,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,2,Vial_44,4,Mated,0.1,20/04/2021,13:47,23/04/2021,17:00,3.134027778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,2,Vial_44,5,Mated,0.1,20/04/2021,13:47,23/04/2021,17:00,3.134027778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,2,Vial_44,6,Mated,0.1,20/04/2021,13:47,23/04/2021,17:00,3.134027778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,2,Vial_44,7,Mated,0.1,20/04/2021,13:47,23/04/2021,17:00,3.134027778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,2,Vial_44,8,Mated,0.1,20/04/2021,13:47,23/04/2021,17:00,3.134027778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,2,Vial_44,9,Mated,0.1,20/04/2021,13:47,23/04/2021,17:00,3.134027778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,2,Vial_44,10,Mated,0.1,20/04/2021,13:47,23/04/2021,17:00,3.134027778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,3,Vial_45,1,Mated,0.1,20/04/2021,13:51,21/04/2021,09:20,0.811805556,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,3,Vial_45,2,Mated,0.1,20/04/2021,13:51,21/04/2021,09:20,0.811805556,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,3,Vial_45,3,Mated,0.1,20/04/2021,13:51,21/04/2021,12:15,0.933333333,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,3,Vial_45,4,Mated,0.1,20/04/2021,13:51,21/04/2021,12:15,0.933333333,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,3,Vial_45,5,Mated,0.1,20/04/2021,13:51,23/04/2021,17:00,3.13125,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,3,Vial_45,6,Mated,0.1,20/04/2021,13:51,23/04/2021,17:00,3.13125,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,3,Vial_45,7,Mated,0.1,20/04/2021,13:51,23/04/2021,17:00,3.13125,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,3,Vial_45,8,Mated,0.1,20/04/2021,13:51,23/04/2021,17:00,3.13125,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,3,Vial_45,9,Mated,0.1,20/04/2021,13:51,23/04/2021,17:00,3.13125,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,3,Vial_45,10,Mated,0.1,20/04/2021,13:51,23/04/2021,17:00,3.13125,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,4,Vial_46,1,Mated,0.1,20/04/2021,13:55,21/04/2021,09:20,0.809027778,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,4,Vial_46,2,Mated,0.1,20/04/2021,13:55,22/04/2021,09:30,1.815972222,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,4,Vial_46,3,Mated,0.1,20/04/2021,13:55,23/04/2021,17:00,3.128472222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,4,Vial_46,4,Mated,0.1,20/04/2021,13:55,23/04/2021,17:00,3.128472222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,4,Vial_46,5,Mated,0.1,20/04/2021,13:55,23/04/2021,17:00,3.128472222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,4,Vial_46,6,Mated,0.1,20/04/2021,13:55,23/04/2021,17:00,3.128472222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,4,Vial_46,7,Mated,0.1,20/04/2021,13:55,23/04/2021,17:00,3.128472222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,4,Vial_46,8,Mated,0.1,20/04/2021,13:55,23/04/2021,17:00,3.128472222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,4,Vial_46,9,Mated,0.1,20/04/2021,13:55,23/04/2021,17:00,3.128472222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,4,Vial_46,10,Mated,0.1,20/04/2021,13:55,23/04/2021,17:00,3.128472222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,5,Vial_47,1,Mated,0.1,20/04/2021,13:58,21/04/2021,09:20,0.806944444,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,5,Vial_47,2,Mated,0.1,20/04/2021,13:58,22/04/2021,09:30,1.813888889,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,5,Vial_47,3,Mated,0.1,20/04/2021,13:58,22/04/2021,09:30,1.813888889,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,5,Vial_47,4,Mated,0.1,20/04/2021,13:58,23/04/2021,17:00,3.126388889,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,5,Vial_47,5,Mated,0.1,20/04/2021,13:58,23/04/2021,17:00,3.126388889,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,5,Vial_47,6,Mated,0.1,20/04/2021,13:58,23/04/2021,17:00,3.126388889,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,5,Vial_47,7,Mated,0.1,20/04/2021,13:58,23/04/2021,17:00,3.126388889,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,5,Vial_47,8,Mated,0.1,20/04/2021,13:58,23/04/2021,17:00,3.126388889,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,5,Vial_47,9,Mated,0.1,20/04/2021,13:58,23/04/2021,17:00,3.126388889,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,5,Vial_47,10,Mated,0.1,20/04/2021,13:58,23/04/2021,17:00,3.126388889,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,6,Vial_48,1,Mated,0.1,20/04/2021,14:02,21/04/2021,09:20,0.804166667,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,6,Vial_48,2,Mated,0.1,20/04/2021,14:02,21/04/2021,09:20,0.804166667,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,6,Vial_48,3,Mated,0.1,20/04/2021,14:02,21/04/2021,09:20,0.804166667,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,6,Vial_48,4,Mated,0.1,20/04/2021,14:02,21/04/2021,09:20,0.804166667,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,6,Vial_48,5,Mated,0.1,20/04/2021,14:02,23/04/2021,17:00,3.123611111,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,6,Vial_48,6,Mated,0.1,20/04/2021,14:02,23/04/2021,17:00,3.123611111,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,6,Vial_48,7,Mated,0.1,20/04/2021,14:02,23/04/2021,17:00,3.123611111,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,6,Vial_48,8,Mated,0.1,20/04/2021,14:02,23/04/2021,17:00,3.123611111,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,6,Vial_48,9,Mated,0.1,20/04/2021,14:02,23/04/2021,17:00,3.123611111,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,6,Vial_48,10,Mated,0.1,20/04/2021,14:02,23/04/2021,17:00,3.123611111,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,7,Vial_49,1,Mated,0.1,20/04/2021,14:05,21/04/2021,09:20,0.802083333,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,7,Vial_49,2,Mated,0.1,20/04/2021,14:05,21/04/2021,14:45,1.027777778,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,7,Vial_49,3,Mated,0.1,20/04/2021,14:05,23/04/2021,17:00,3.121527778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,7,Vial_49,4,Mated,0.1,20/04/2021,14:05,23/04/2021,17:00,3.121527778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,7,Vial_49,5,Mated,0.1,20/04/2021,14:05,23/04/2021,17:00,3.121527778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,7,Vial_49,6,Mated,0.1,20/04/2021,14:05,23/04/2021,17:00,3.121527778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,7,Vial_49,7,Mated,0.1,20/04/2021,14:05,23/04/2021,17:00,3.121527778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,7,Vial_49,8,Mated,0.1,20/04/2021,14:05,23/04/2021,17:00,3.121527778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,7,Vial_49,9,Mated,0.1,20/04/2021,14:05,23/04/2021,17:00,3.121527778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,7,Vial_49,10,Mated,0.1,20/04/2021,14:05,23/04/2021,17:00,3.121527778,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,8,Vial_50,1,Mated,0.1,20/04/2021,14:10,21/04/2021,09:20,0.798611111,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,8,Vial_50,2,Mated,0.1,20/04/2021,14:10,21/04/2021,12:15,0.920138889,1,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,8,Vial_50,3,Mated,0.1,20/04/2021,14:10,23/04/2021,17:00,3.118055556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,8,Vial_50,4,Mated,0.1,20/04/2021,14:10,23/04/2021,17:00,3.118055556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,8,Vial_50,5,Mated,0.1,20/04/2021,14:10,23/04/2021,17:00,3.118055556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,8,Vial_50,6,Mated,0.1,20/04/2021,14:10,23/04/2021,17:00,3.118055556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,8,Vial_50,7,Mated,0.1,20/04/2021,14:10,23/04/2021,17:00,3.118055556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,8,Vial_50,8,Mated,0.1,20/04/2021,14:10,23/04/2021,17:00,3.118055556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,8,Vial_50,9,Mated,0.1,20/04/2021,14:10,23/04/2021,17:00,3.118055556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,8,Vial_50,10,Mated,0.1,20/04/2021,14:10,23/04/2021,17:00,3.118055556,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,9,Vial_51,1,Mated,0.1,20/04/2021,14:13,23/04/2021,17:00,3.115972222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,9,Vial_51,2,Mated,0.1,20/04/2021,14:13,23/04/2021,17:00,3.115972222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,9,Vial_51,3,Mated,0.1,20/04/2021,14:13,23/04/2021,17:00,3.115972222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,9,Vial_51,4,Mated,0.1,20/04/2021,14:13,23/04/2021,17:00,3.115972222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,9,Vial_51,5,Mated,0.1,20/04/2021,14:13,23/04/2021,17:00,3.115972222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,9,Vial_51,6,Mated,0.1,20/04/2021,14:13,23/04/2021,17:00,3.115972222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,9,Vial_51,7,Mated,0.1,20/04/2021,14:13,23/04/2021,17:00,3.115972222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,9,Vial_51,8,Mated,0.1,20/04/2021,14:13,23/04/2021,17:00,3.115972222,0,Male_neg_RU_P_rettgeri
S106,TotM,neg_RU,Male,P_rettgeri,9,Vial_51,9,Mated,0.1,20/04/2021,14:13,23/04/2021,17:00,3.115972222,0,Male_neg_RU_P_rettgeri
